ID;Organisation;Sector;Subsector;Service;Province_CODE;Municipality_CODE;Barangay;Status;Beneficiaries;Beneficiary_type
258;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH054100000;PH054107000;San Ramon;Finished;69;individuals
259;PRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH054100000;PH054107000;San Ramon;Finished;69;individuals
260;PRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH054100000;PH054107000;San Ramon;Finished;69;individuals
261;PRC;Relief;Shelter;Tarpaulin;PH054100000;PH054107000;San Ramon;Finished;69;individuals
262;PRC;Welfare;Welfare;Child Friendly Activities;PH056200000;PH056216000;Brgy Buenavista;Finished;74;individuals
263;PRC;WASH;WASH;Hygiene Promotion;PH054100000;PH054120000;Pinamasingan;Finished;74;individuals
264;PRC;Relief;Non Food Items;Jerry Can;PH054100000;PH054120000;Pinamasingan;Finished;74;individuals
265;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH054100000;PH054120000;Pinamasingan;Finished;74;individuals
266;PRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH054100000;PH054120000;Pinamasingan;Finished;74;individuals
267;PRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH054100000;PH054120000;Pinamasingan;Finished;74;individuals
268;IFRC;Relief;Shelter;Tarpaulin;PH054100000;PH054120000;Pinamasingan;Finished;74;families
269;PRC;Relief;Shelter;Tarpaulin;PH054100000;PH054120000;Pinamasingan;Finished;74;individuals
270;PRC;Relief;Food ;Food Item ( Standard);PH052000000;PH052009000;Tobrehon;Finished;78;families
271;PRC;Relief;Non Food Items;Hygiene Kit;PH054100000;PH054107000;Osmena;For verification;78;individuals
272;PRC;WASH;WASH;Hygiene Promotion;PH054100000;PH054107000;Osmena;Finished;78;individuals
273;PRC;WASH;WASH;Hygiene Promotion;PH056200000;PH056203000;Brgy Butag;Finished;78;individuals
274;PRC;Welfare;Welfare;Child Friendly Activities;PH056200000;PH056212000;Brgy Gadgaron;Finished;84;individuals
275;PRC;Relief;Food ;Food Item ( Standard);PH175100000;PH175102000;Poblacion;Finished;84;families
276;IFRC;Relief;Non Food Items;Hygiene Kit;PH050500000;PH050513000;1;Finished;88;families
277;IFRC;Relief;Non Food Items;Jerry Can;PH050500000;PH050513000;1;Finished;88;families
278;PRC;Welfare;Food ;Rice and Ulalam;PH050500000;PH050504000;;Finished;88;individuals
279;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH050500000;PH050513000;1;Finished;88;families
280;IFRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH050500000;PH050513000;1;Finished;88;families
281;IFRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH050500000;PH050513000;1;Finished;88;families
282;IFRC;Relief;Shelter;Tarpaulin;PH050500000;PH050513000;1;Finished;88;families
283;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH175100000;PH175110000;;Finished;90;individuals
284;IFRC;Relief;Non Food Items;Hygiene Kit;PH056200000;PH056212000;Matnog Church;Finished;91;families
285;IFRC;Relief;Non Food Items;Jerry Can;PH056200000;PH056212000;Matnog Church;Finished;91;families
286;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH056200000;PH056212000;Brgy Banuang Daan;Finished;91;families
287;IFRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH056200000;PH056212000;Matnog Church;Finished;91;families
288;IFRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH056200000;PH056212000;Matnog Church;Finished;91;families
289;IFRC;Relief;Shelter;Tarpaulin;PH056200000;PH056212000;Matnog Church;Finished;91;families
290;PRC;Relief;Non Food Items;Hygiene Kit;PH054100000;PH054120000;Laurente;Finished;92;individuals
291;PRC;Relief;Non Food Items;Jerry Can;PH054100000;PH054120000;Laurente;Finished;92;individuals
292;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH054100000;PH054120000;Laurente;Finished;92;individuals
293;PRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH054100000;PH054120000;Laurente;Finished;92;individuals
294;PRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH054100000;PH054120000;Laurente;Finished;92;individuals
295;PRC;Relief;Shelter;Tarpaulin;PH054100000;PH054120000;Laurente;Finished;92;individuals
296;PRC;Relief;Non Food Items;Hygiene Kit;PH054100000;PH054107000;Pobalcion2;Finished;94;individuals
297;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH054100000;PH054107000;Pobalcion2;Finished;94;individuals
298;PRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH054100000;PH054107000;Pobalcion2;Finished;94;individuals
299;PRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH054100000;PH054107000;Pobalcion2;Finished;94;individuals
300;IFRC;Relief;Non Food Items;Hygiene Kit;PH056200000;PH056203000;Lajong;Finished;95;families
301;IFRC;WASH;WASH;Hygiene Promotion;PH056200000;PH056203000;Lajong;Finished;95;individuals
302;IFRC;Relief;Non Food Items;Jerry Can;PH056200000;PH056203000;Lajong;Finished;95;families
303;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH056200000;PH056203000;Lajong;Finished;95;families
304;IFRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH056200000;PH056203000;Lajong;Finished;95;families
305;IFRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH056200000;PH056203000;Lajong;Finished;95;families
306;PRC;Welfare;Welfare;Child Friendly Activities;PH051700000;PH051707000;;Finished;100;individuals
307;PRC;WASH;WASH;Hygiene Promotion;PH051700000;PH051703000;;Finished;100;individuals
308;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH056200000;PH056212000;Brgy Camcaman;Finished;101;individuals
309;IFRC;Relief;Non Food Items;Hygiene Kit;PH050500000;PH050513000;Basicao;Finished;101;families
310;IFRC;Relief;Non Food Items;Jerry Can;PH050500000;PH050513000;Basicao;Finished;101;families
311;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH050500000;PH050513000;Basicao;Finished;101;families
312;IFRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH050500000;PH050513000;Basicao;Finished;101;families
313;IFRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH050500000;PH050513000;Basicao;Finished;101;families
314;IFRC;Relief;Shelter;Tarpaulin;PH050500000;PH050513000;Basicao;Finished;101;families
315;PRC;Welfare;Welfare;Child Friendly Activities;PH054100000;PH054107000;Osmena;Finished;106;individuals
316;PRC;Welfare;Welfare;Child Friendly Activities;PH054100000;PH054107000;Osmena;Finished;106;individuals
317;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH054100000;PH054107000;Osmena;Finished;106;individuals
318;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH054100000;PH054107000;Osmena;Finished;106;individuals
319;PRC;WASH;WASH;Hygiene Promotion;PH054100000;PH054107000;Osmena;Finished;106;individuals
320;PRC;Welfare;Ready to Eat Meals;Biscuit;PH174000000;PH174002000;;Finished;109;individuals
321;PRC;Relief;Food ;Food Item ( Standard);PH175100000;PH175109000;Sta. Lucia;Finished;109;families
322;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH174000000;;;Finished;114;individuals
323;IFRC;Relief;Non Food Items;Hygiene Kit;PH056200000;PH056212000;Matnog Church;Finished;115;families
324;IFRC;Relief;Non Food Items;Jerry Can;PH056200000;PH056212000;Matnog Church;Finished;115;families
325;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH056200000;PH056212000;Brgy.Gadgaron;Finished;115;families
326;IFRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH056200000;PH056212000;Matnog Church;Finished;115;families
327;IFRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH056200000;PH056212000;Matnog Church;Finished;115;families
328;IFRC;Relief;Shelter;Tarpaulin;PH056200000;PH056212000;Matnog Church;Finished;115;families
329;PRC;Relief;Food ;Food Item ( Standard);PH052000000;PH052009000;San Juan;Finished;116;families
330;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH137500000;PH137504000;;Finished;119;individuals
331;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH175200000;;;Finished;120;individuals
332;PRC;Relief;Non Food Items;Hygiene Kit;PH054100000;PH054120000;Bocahica;Finished;120;individuals
333;PRC;Relief;Non Food Items;Jerry Can;PH054100000;PH054120000;Bocahica;Finished;120;individuals
334;IFRC;Relief;Non Food Items;Sleeping Kit : Mats;PH054100000;PH054120000;Bocahica;Finished;120;individuals
335;PRC;Relief;Non Food Items;Sleeping Kit: Blankets;PH054100000;PH054120000;Bocahica;Finished;120;individuals
336;PRC;Relief;Non Food Items;Sleeping Kit: Mosquito Nets;PH054100000;PH054120000;Bocahica;Finished;120;individuals
337;PRC;Relief;Shelter;Tarpaulin;PH054100000;PH054120000;Bocahica;Finished;120;individuals
338;PRC;Welfare;Welfare;Child Friendly Activities;PH056200000;PH056211000;Brgy Aguada Norte;Finished;125;individuals
339;PRC;Welfare;Welfare;Psychological First Aid;PH056200000;PH056207000;Brgy Ogod;Finished;127;individuals
340;PRC;Relief;Food ;Food Item ( Standard);PH175100000;PH175109000;San Nicola;Finished;130;families
341;PRC;Relief;Food ;Food Item ( Standard);PH175100000;PH175109000;San Nicola;Finished;130;families
342;PRC;Relief;Food ;Food Item ( Standard);PH056200000;PH056207000;Brgy Ogod;Finished;130;families
343;PRC;Relief;Food ;Food Item ( Standard);PH056200000;PH056207000;Brgy Rawis;Finished;135;families
344;PRC;Welfare;Welfare;Psychological First Aid;PH056200000;PH056207000;Brgy Rawis;Finished;135;individuals
345;PRC;WASH;WASH;Hygiene Promotion;PH051700000;PH051703000;;Finished;148;individuals
346;PRC;Welfare;Welfare;Child Friendly Activities;PH054100000;PH054120000;Iniwaran;Finished;150;individuals
347;PRC;Welfare;Welfare;Child Friendly Activities;PH054100000;PH054120000;Busing;Finished;150;individuals
348;PRC;Welfare;Welfare;Child Friendly Activities;PH054100000;PH054120000;Boca Chica;Finished;150;individuals
349;PRC;Welfare;Welfare;Child Friendly Activities;PH056200000;PH056216000;Brgy. Balogo;Finished;150;individuals
350;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH054100000;PH054120000;Iniwaran;Finished;150;individuals
351;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH054100000;PH054120000;Boca Chica;Finished;150;individuals
352;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH054100000;PH054120000;Busing;Finished;150;individuals
353;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH175100000;PH175110000;;Finished;150;individuals
354;PRC;WASH;WASH;Hygiene Promotion;PH054100000;PH054120000;;Finished;150;individuals
355;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH072200000;;;Finished;151;individuals
356;PRC;Welfare;Welfare;Child Friendly Activities;PH056200000;PH056203000;Brgy JP Laurel;Finished;155;individuals
357;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH174000000;;;Finished;157;individuals
358;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH056200000;PH056212000;Brgy Gadgaron;Finished;160;individuals
359;PRC;Welfare;Welfare;Child Friendly Activities;PH056200000;PH056214000;BrgyTupaz;Finished;168;individuals
360;PRC;Relief;Food ;Food Item ( Standard);PH175100000;PH175109000;Ligaya;Finished;190;families
361;PRC;Welfare;Welfare;Psychological First Aid;PH056200000;PH056214000;BrgyTupaz;Finished;199;individuals
362;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH054100000;PH175913000;Nursery;Finished;200;individuals
363;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH054100000;PH175913000;Baybay dagat;Finished;200;individuals
364;PRC;WASH;WASH;Hygiene Promotion;PH056200000;PH056212000;Brgy Sta Isabel;Finished;202;individuals
365;PRC;Relief;Food ;Food Item ( Standard);PH051700000;PH051703000;;Finished;206;families
366;PRC;Welfare;Welfare;Child Friendly Activities;PH056200000;PH056203000;Brgy Zone 7;Finished;210;individuals
367;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH056200000;PH056216000;Brgy Bibincahan;Finished;211;individuals
368;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH056200000;PH056203000;Brgy Zone 7;Finished;235;individuals
369;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH056200000;PH056211000;Brgy Aguada Norte;Finished;235;individuals
370;PRC;WASH;WASH;Hygiene Promotion;PH050500000;PH050513000;Basicao;Finished;235;individuals
371;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH041000000;PH041005000;Brgy. Bolbok;Finished;237;individuals
372;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH056200000;PH056203000;Brgy JP Laurel;Finished;240;individuals
373;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH056200000;PH056216000;Brgy Buenavista;Finished;247;individuals
374;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH052000000;PH052011000;;Finished;267;individuals
375;PRC;Relief;Food ;Food Item ( Standard);PH175100000;PH175109000;Sta. Lucia;Finished;270;families
376;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH043400000;;;Finished;289;individuals
377;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH050500000;PH050506000;Bigaa;Finished;300;individuals
378;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH175100000;PH175105000;;Finished;300;individuals
379;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH052000000;PH052011000;;Finished;305;individuals
380;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH051700000;PH051709000;;Finished;310;individuals
381;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH056200000;PH056216000;Brgy. Balogo;Finished;311;individuals
382;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH174000000;;;Finished;370;individuals
383;PRC;Welfare;Welfare;Child Friendly Activities;PH056200000;PH056216000;Brgy. Caricaran;Finished;374;individuals
384;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH056200000;PH056216000;Brgy. Caricaran;Finished;414;individuals
385;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH175100000;PH175105000;;Finished;415;individuals
386;PRC;WASH;WASH;Hygiene Promotion;PH051700000;PH051703000;Bustrac;Finished;580;individuals
387;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH056200000;PH056214000;BrgyTupaz;Finished;595;individuals
388;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH051700000;PH051707000;;Finished;644;individuals
389;PRC;Health;Health;First Aid Station;PH050500000;PH050505000;;Finished;1;individual
390;PRC;Welfare;Ready to Eat Meals;Hotmeals;PH052000000;PH052011000;;Finished;;individuals
391;PRC;Education;Education;Tarpaulin;PH050500000;PH050511000;Maharang;Finished;6;pcs
392;PRC;Education;Education;Tarpaulin;PH050500000;PH050511000;Manumbalay;Finished;4;pcs
393;PRC;Relief;Shelter;Tarpaulin;PH054100000;PH054107000;Pobalcion2;Finished;;pcs
394;PRC;Relief;Shelter;Tarpaulin;PH054100000;PH054107000;Nazareno;Finished;;pcs
395;PRC;WASH;WASH;Water Distribution;PH050500000;PH050503000;Bagumbayan;Finished;6000;liters
396;PRC;WASH;WASH;Water Distribution;PH050500000;PH050503000;San Roque;Finished;6000;liters
397;PRC;WASH;WASH;Water Distribution;PH050500000;PH050503000;Cullat;Finished;4000;liters
398;PRC;WASH;WASH;Water Distribution;PH050500000;PH050503000;Busay;Finished;4000;liters
399;PRC;WASH;WASH;Water Distribution;PH050500000;PH050503000;Bagumbayan;Finished;6000;liters
400;PRC;WASH;WASH;Water Distribution;PH050500000;PH050503000;San Roque;Finished;6000;liters
401;PRC;WASH;WASH;Water Distribution;PH050500000;PH050503000;Banag;Finished;4000;liters
402;PRC;WASH;WASH;Water Distribution;PH050500000;PH050503000;Banag;Finished;6000;liters
403;PRC;WASH;WASH;Water Distribution;PH050500000;PH050503000;Sagpon;Finished;3000;liters
404;PRC;WASH;WASH;Water Distribution;PH050500000;PH050503000;Sagpon;Finished;3000;liters
405;PRC;WASH;WASH;Water Distribution;PH050500000;PH050503000;Sagpon;Finished;2000;liters
406;PRC;WASH;WASH;Water Distribution;PH050500000;PH050503000;Sagpon;Finished;2000;liters
407;PRC;WASH;WASH;Water Distribution;PH050500000;PH050503000;Sagpon;Finished;2000;liters
408;PRC;WASH;WASH;Water Distribution;PH050500000;PH050503000;Banag;Finished;4000;liters
409;PRC;WASH;WASH;Water Distribution;PH050500000;PH050503000;Anislag;Finished;4000;liters
410;PRC;WASH;WASH;Water Distribution;PH050500000;PH050503000;Anislag;Finished;4000;liters
411;PRC;WASH;WASH;Water Distribution;PH050500000;PH050503000;Anislag;Finished;4000;liters
412;PRC;WASH;WASH;Water Distribution;PH050500000;PH050503000;Arellano;Finished;1000;liters
413;PRC;WASH;WASH;Water Distribution;PH050500000;PH050503000;Sagpon;Finished;1000;liters
414;PRC;WASH;WASH;Water Distribution;PH051700000;PH051703000;;Finished;14000;liters
415;PRC;WASH;WASH;Water Distribution;PH051700000;PH051716000;;Finished;8000;liters
416;PRC;WASH;WASH;Water Distribution;PH051700000;PH051723000;Bustrac;Finished;10000;liters
417;PRC;WASH;WASH;Water Distribution;PH051700000;;;Finished;4000;liters
418;PRC;WASH;WASH;Water Distribution;PH056200000;PH056203000;Brgy Butag;Finished;11000;liters
419;PRC;WASH;WASH;Water Distribution;PH056200000;PH056203000;Brgy Butag;Finished;10000;liters
420;PRC;WASH;WASH;Water Distribution;PH056200000;PH056203000;Brgy. San Isidro;Finished;1000;liters
421;PRC;WASH;WASH;Water Distribution;PH056200000;PH056203000;Brgy Butag;Finished;3000;liters
422;PRC;WASH;WASH;Water Distribution;PH056200000;PH056203000;Brgy. San Isidro;Finished;1000;liters
423;PRC;WASH;WASH;Water Distribution;PH056200000;PH056212000;Brgy Camcaman;Finished;3000;liters
424;PRC;WASH;WASH;Water Distribution;PH056200000;PH056212000;Brgy Gadgaron;Finished;3000;liters
425;PRC;WASH;WASH;Water Distribution;PH056200000;PH056212000;Various Brgys;Finished;4000;liters
426;PRC;WASH;WASH;Water Distribution;PH056200000;PH056212000;Brgy Camcaman;Finished;5000;liters
427;PRC;WASH;WASH;Water Distribution;PH056200000;PH056212000;Brgy. Sta Isabel;Finished;4000;liters
428;PRC;WASH;WASH;Water Distribution;PH056200000;PH056212000;Brgy Camcaman;Finished;5000;liters
429;PRC;WASH;WASH;Water Distribution;PH056200000;PH056212000;Brgy Sta Isabel;Finished;3000;liters
430;PRC;WASH;WASH;Water Distribution;PH056200000;PH056212000;Brgy Sta Isabel;Finished;3000;liters
431;PRC;WASH;WASH;Water Distribution;PH056200000;PH056212000;Brgy Camcaman;Finished;5000;liters
432;PRC;WASH;WASH;Water Distribution;PH056200000;PH056212000;Brgy Camcaman;Finished;1000;liters
433;PRC;WASH;WASH;Water Distribution;PH056200000;PH056212000;Brgy Sta Isabel;Finished;2500;liters
434;PRC;WASH;WASH;Water Distribution;PH056200000;PH056212000;Brgy Camcaman;Finished;1000;liters
435;PRC;WASH;WASH;Water Distribution;PH056200000;PH056212000;Brgy Sta Isabel;Finished;2000;liters
436;PRC;WASH;WASH;Water Distribution;PH056200000;PH056212000;Brgy Camcaman;Finished;6888;liters
437;PRC;WASH;WASH;Water Distribution;PH056200000;PH056212000;Brgy Sta Isabel;Finished;2500;liters
438;PRC;WASH;WASH;Water Distribution;PH056200000;PH056212000;Brgy Sta Isabel;Finished;6000;liters
439;PRC;WASH;WASH;Water Distribution;PH056200000;PH056212000;Brgy Sta Isabel;Finished;11000;liters
440;PRC;WASH;WASH;Water Production;PH056200000;PH056212000;Brgy Camcaman;Finished;3000;liters
441;PRC;WASH;WASH;Water Production;PH056200000;PH056212000;Brgy Camcaman;Finished;5000;liters
442;PRC;WASH;WASH;Water Production;PH056200000;PH056212000;Brgy Camcaman;Finished;5000;liters
443;PRC;WASH;WASH;Water Production;PH056200000;PH056212000;Brgy Camcaman;Finished;1000;liters
444;PRC;WASH;WASH;Water Production;PH056200000;PH056212000;Brgy Camcaman;Finished;1000;liters
445;PRC;WASH;WASH;Water Production;PH056200000;PH056212000;Brgy Sta Isabel;Finished;2500;liters
